序號,圖號,編號,DGNID,UFID,97X座標,97Y座標,型式,所在地區
1,4157A,1,4157,9938,303751.848,2778085.161,地下式消防栓,台北市士林區三玉里
2,4157A,10,4157,10279,303841.629,2778214.519,地下式消防栓,台北市士林區三玉里
3,4157A,13,4157,5628,303835.516,2778236.653,地下式消防栓,台北市士林區三玉里
4,4157A,14,4157,7632,303857.609,2778126.473,地下式消防栓,台北市士林區三玉里
5,4157A,15,4157,9699,303899.583,2778131.947,地下式消防栓,台北市士林區三玉里
6,4157A,16,4157,7580,303903.769,2778119.315,地下式消防栓,台北市士林區三玉里
7,4157A,2,4157,155,303677.434,2778094.776,地下式消防栓,台北市士林區三玉里
8,4157A,20,4157,2395,303834.886,2778240.1,地下式消防栓,台北市士林區三玉里
9,4157A,21,4157,4237,303877.16,2778237.492,地下式消防栓,台北市士林區三玉里
10,4157A,25,4157,2502,303877.622,2778063.48,地下式消防栓,台北市士林區三玉里
11,4157A,27,4157,4943,303889.719,2778174.929,地下式消防栓,台北市士林區三玉里
12,4157A,28,4157,7171,303734.741,2778167.925,地下式消防栓,台北市士林區三玉里
13,4157A,29,4157,1370,303794.424,2778133.085,地下式消防栓,台北市士林區三玉里
14,4157A,3,4157,10068,303884.325,2778208,地下式消防栓,台北市士林區三玉里
15,4157A,30,4157,5308,303677.604,2778030.057,地下式消防栓,台北市士林區三玉里
16,4157A,31,4157,2023,303948.5,2778147.267,地下式消防栓,台北市士林區三玉里
17,4157A,32,4157,4247,303765.912,2778028.041,地下式消防栓,台北市士林區三玉里
18,4157A,33,4157,831,303817.294,2778077.012,地下式消防栓,台北市士林區三玉里
19,4157A,34,4157,3449,303770.692,2778008.782,地下式消防栓,台北市士林區三玉里
20,4157A,6,4157,882,303925.349,2778204.78,地下式消防栓,台北市士林區三玉里
21,4157A,7,4157,4167,303881.82,2778299.074,地下式消防栓,台北市士林區三玉里
22,4157A,8,4157,5525,303718.374,2778262.619,地下式消防栓,台北市士林區三玉里
23,4157A,9,4157,4190,303637.194,2778052.381,地下式消防栓,台北市士林區三玉里
24,4157B,9,4157,7223,303665.9,2777973.421,地下式消防栓,台北市士林區三玉里
25,4157C,1,4157,783,303436.216,2777923.358,地下式消防栓,台北市士林區三玉里
26,4157C,16,4157,4174,303427.926,2777870.627,地下式消防栓,台北市士林區三玉里
27,4157C,17,4157,10052,303597.601,2777997.796,地下式消防栓,台北市士林區三玉里
28,4157C,21,4157,10073,303510.086,2777975.53,地下式消防栓,台北市士林區三玉里
29,4157C,27,4157,4620,303474.285,2777989.298,地下式消防栓,台北市士林區三玉里
30,4157C,28,4157,3901,303521.176,2777907.866,地下式消防栓,台北市士林區三玉里
31,4157C,4,4157,10349,303429.204,2777994.683,地下式消防栓,台北市士林區三玉里
32,4157C,40,4157,12343,303469.605,2777911.887,地上式消防栓,台北市士林區三玉里
33,4157C,43,4157,2852,303369.41,2777917.391,地下式消防栓,台北市士林區三玉里
34,4157D,131,4157,11999,303583.619,2778057.597,地下式消防栓,台北市士林區三玉里
35,4157D,15,4157,7153,303461.373,2778154.404,地下式消防栓,台北市士林區三玉里
36,4157D,17,4157,24,303440.283,2778080.535,地下式消防栓,台北市士林區三玉里
37,4157D,2,4157,2362,303447.677,2778273.632,地下式消防栓,台北市士林區三玉里
38,4157D,20,4157,5019,303531.528,2778153.761,地下式消防栓,台北市士林區三玉里
39,4157D,21,4157,7679,303535.193,2778045.782,地下式消防栓,台北市士林區三玉里
40,4157D,23,4157,5222,303488.638,2778065.083,地下式消防栓,台北市士林區三玉里
41,4157D,24,4157,4496,303508.412,2778269.64,地下式消防栓,台北市士林區三玉里
42,4157D,30,4157,4402,303395.856,2778050.407,地下式消防栓,台北市士林區三玉里
43,4157D,39,4157,7736,303497.314,2778091.369,地下式消防栓,台北市士林區三玉里
44,4157D,40,4157,8439,303509.222,2778188.727,地下式消防栓,台北市士林區三玉里
45,4157D,42,4157,9820,303432,2778242.551,地下式消防栓,台北市士林區三玉里
46,4157D,44,4157,2034,303544.256,2778252.802,地下式消防栓,台北市士林區三玉里
47,4157D,45,4157,6879,303483.199,2778065.804,地下式消防栓,台北市士林區三玉里
48,4157D,46,4157,5482,303488.958,2778228.328,地下式消防栓,台北市士林區三玉里
49,4157D,48,4157,1032,303417.18,2778169.716,地下式消防栓,台北市士林區三玉里
50,4157D,7,4157,6260,303518.253,2778042.125,地下式消防栓,台北市士林區三玉里
51,4158A,15,4158,7264,303883.325,2778799.696,地下式消防栓,台北市士林區三玉里
52,4158A,16,4158,1989,303788.76,2778652.468,地下式消防栓,台北市士林區三玉里
53,4158A,30,4158,420,303844.731,2778736.02,地下式消防栓,台北市士林區三玉里
54,4158B,10,4158,2142,303725.262,2778560.944,地下式消防栓,台北市士林區三玉里
55,4158B,109,4158,8199,303630.107,2778333.539,地上式消防栓,台北市士林區三玉里
56,4158B,11,4158,7009,303621.373,2778410.666,地下式消防栓,台北市士林區三玉里
57,4158B,110,4158,8187,303878.791,2778392.92,地上式消防栓,台北市士林區三玉里
58,4158B,14,4158,1396,303699.63,2778365.779,地上式消防栓,台北市士林區三玉里
59,4158B,18,4158,8409,303798.107,2778380.807,地上式消防栓,台北市士林區三玉里
60,4158B,2,4158,2725,303821.139,2778325.336,地下式消防栓,台北市士林區三玉里
61,4158B,20,4158,6880,303619.653,2778420.034,地下式消防栓,台北市士林區三玉里
62,4158B,3,4158,8416,303724.971,2778348.606,地上式消防栓,台北市士林區三玉里
63,4158B,5,4158,3431,303845.106,2778366.345,地上式消防栓,台北市士林區三玉里
64,4158B,9,4158,8423,303627.727,2778355.89,地上式消防栓,台北市士林區三玉里
65,4158C,29,4158,6910,303570.448,2778329.564,地下式消防栓,台北市士林區三玉里
66,4158C,40,4158,6781,303484.992,2778318.876,地下式消防栓,台北市士林區三玉里
67,4158C,51,4158,6209,303568.287,2778329.172,地下式消防栓,台北市士林區三玉里
68,4159B,29,4159,10582,303947.266,2778958.649,地上式消防栓,台北市士林區三玉里
69,4159B,4,4159,79,303928.263,2778911.776,地上式消防栓,台北市士林區三玉里
70,4159B,6,4159,3511,303925.878,2778910.275,地下式消防栓,台北市士林區三玉里
71,4258C,119,4258,2346,304117.831,2778446.297,地上式消防栓,台北市士林區三玉里
72,4258C,12,4258,1540,304215.284,2778508.417,地下式消防栓,台北市士林區三玉里
73,4258C,120,4258,2352,304299.571,2778498.013,地上式消防栓,台北市士林區三玉里
74,4258C,124,4258,2522,304362.528,2778555.659,地下式消防栓,台北市士林區三玉里
75,4258C,13,4258,865,304214.933,2778579.162,地下式消防栓,台北市士林區三玉里
76,4258C,26,4258,2413,304013.643,2778416.583,地上式消防栓,台北市士林區三玉里
77,4258C,29,4258,1528,304233.909,2778473.45,地下式消防栓,台北市士林區三玉里
78,4258D,1,4258,276,304214.481,2778691.481,地下式消防栓,台北市士林區三玉里
79,4258D,11,4258,813,304342.884,2778776.301,地下式消防栓,台北市士林區三玉里
80,4258D,2,4258,1579,304261.713,2778777.302,地下式消防栓,台北市士林區三玉里
81,4258D,3,4258,2434,304055.506,2778781.874,地上式消防栓,台北市士林區三玉里
82,4258D,4,4258,2442,304346.549,2778886.115,地上式消防栓,台北市士林區三玉里
83,4258D,5,4258,949,304166.644,2778779.107,地下式消防栓,台北市士林區三玉里
84,4258D,7,4258,1956,304212.905,2778769.734,地下式消防栓,台北市士林區三玉里
85,4258D,96,4258,2511,304359.628,2778639.43,地下式消防栓,台北市士林區三玉里
86,4259C,1,4259,43,304342.915,2778955.654,地上式消防栓,台北市士林區三玉里
87,4259C,12,4259,1701,304129.413,2778961.355,地上式消防栓,台北市士林區三玉里
88,4259C,3,4259,1723,304236.334,2778965.08,地上式消防栓,台北市士林區三玉里
89,4259C,6,4259,1730,304031.005,2778960.324,地上式消防栓,台北市士林區三玉里
90,4053A,10,4053,31228,303142.115,2775764.769,地上式消防栓,台北市士林區仁勇里
91,4053A,11,4053,3191,303191.339,2775711.4,地下式消防栓,台北市士林區仁勇里
92,4053A,12,4053,6093,302947.583,2775871.302,地下式消防栓,台北市士林區仁勇里
93,4053A,15,4053,7388,302985.612,2775782.701,地下式消防栓,台北市士林區仁勇里
94,4053A,19,4053,7496,303083.606,2775627.453,地下式消防栓,台北市士林區仁勇里
95,4053A,2,4053,9971,303066.45,2775739.118,地下式消防栓,台北市士林區仁勇里
96,4053A,20,4053,31235,303084.252,2775666.928,地上式消防栓,台北市士林區仁勇里
97,4053A,23,4053,10184,302963.371,2775708.739,地下式消防栓,台北市士林區仁勇里
98,4053A,24,4053,9141,303024.567,2775677.411,地下式消防栓,台北市士林區仁勇里
99,4053A,25,4053,31242,303157.413,2775842.787,地上式消防栓,台北市士林區仁勇里
100,4053A,26,4053,11237,302973.376,2775633.973,地下式消防栓,台北市士林區仁勇里
101,4053A,28,4053,1485,303131.516,2775886.301,地下式消防栓,台北市士林區仁勇里
102,4053A,3,4053,11260,302977.497,2775709.628,地下式消防栓,台北市士林區仁勇里
103,4053A,30,4053,11524,303125.355,2775763.682,地下式消防栓,台北市士林區仁勇里
104,4053A,31,4053,8349,303093.729,2775824.865,地下式消防栓,台北市士林區仁勇里
105,4053A,33,4053,8508,303053.365,2775705.154,地下式消防栓,台北市士林區仁勇里
106,4053A,36,4053,31249,303105.668,2775679.561,地上式消防栓,台北市士林區仁勇里
107,4053A,6,4053,2217,303010.458,2775858.367,地下式消防栓,台北市士林區仁勇里
108,4053B,106,4053,15935,303000.728,2775473.735,地下式消防栓,台北市士林區仁勇里
109,4053B,15,4053,8039,303020.061,2775477.414,地下式消防栓,台北市士林區仁勇里
110,4053B,2,4053,2987,303030.412,2775427.441,地下式消防栓,台北市士林區仁勇里
111,4053B,21,4053,31284,303043.489,2775533.787,地上式消防栓,台北市士林區仁勇里
112,4053B,22,4053,10504,303009.248,2775491.679,地下式消防栓,台北市士林區仁勇里
113,4053B,23,4053,7323,303091.006,2775520.129,地下式消防栓,台北市士林區仁勇里
114,4053B,3,4053,5163,302987.874,2775548,地下式消防栓,台北市士林區仁勇里
115,4053B,8,4053,8965,303049.913,2775587.257,地下式消防栓,台北市士林區仁勇里
116,4054B,11,4054,12353,302888.354,2775953.711,地下式消防栓,台北市士林區仁勇里
117,4054B,12,4054,12037,303051.684,2775907.386,地下式消防栓,台北市士林區仁勇里
118,4054B,13,4054,17958,303144.342,2775901.597,地上式消防栓,台北市士林區仁勇里
119,4054B,14,4054,625,302984.622,2775924.716,地下式消防栓,台北市士林區仁勇里
120,4054B,17,4054,2714,303005.555,2776044.234,地下式消防栓,台北市士林區仁勇里
121,4054B,2,4054,10662,302927.397,2776002.129,地下式消防栓,台北市士林區仁勇里
122,4054B,23,4054,9894,302946.673,2776072.438,地下式消防栓,台北市士林區仁勇里
123,4054B,30,4054,10770,303023.856,2775969.083,地下式消防栓,台北市士林區仁勇里
124,4054B,33,4054,8703,303087.935,2775982.546,地下式消防栓,台北市士林區仁勇里
125,4054B,34,4054,17972,303111.74,2776004.51,地上式消防栓,台北市士林區仁勇里
126,4054B,4,4054,17979,303064.87,2776077.01,地上式消防栓,台北市士林區仁勇里
127,4054B,5,4054,8698,302996.023,2776081.76,地下式消防栓,台北市士林區仁勇里
128,4054B,6,4054,5546,303065.052,2776014.388,地下式消防栓,台北市士林區仁勇里
129,4458A,1,4458,319,306337.006,2778780.198,地下式消防栓,台北市士林區公館里
130,4459A,3,4459,542,306283.335,2779472.471,地下式消防栓,台北市士林區公館里
131,4459A,5,4459,1302,306220.692,2779349.857,地下式消防栓,台北市士林區公館里
132,4459A,6,4459,426,306196.256,2779427.623,地下式消防栓,台北市士林區公館里
133,4459B,1,4459,1615,306292.555,2778929.722,地下式消防栓,台北市士林區公館里
134,4459B,5,4459,784,306297.002,2778927.554,地下式消防栓,台北市士林區公館里
135,4460B,1,4460,72,306194.016,2779538.42,地下式消防栓,台北市士林區公館里
136,4460B,2,4460,257,306174.969,2779638.27,地下式消防栓,台北市士林區公館里
137,4460B,4,4460,576,306386.812,2779631.797,地下式消防栓,台北市士林區公館里
138,4460B,5,4460,559,306346.012,2779523.144,地下式消防栓,台北市士林區公館里
139,4462A,1,4462,130,306233.655,2781164.924,地下式消防栓,台北市士林區公館里
140,4462A,11,4462,139,306340.557,2781279.428,地下式消防栓,台北市士林區公館里
141,4462A,12,4462,34,306133.556,2781091.849,地下式消防栓,台北市士林區公館里
142,4462A,13,4462,151,306300.352,2781087.409,地下式消防栓,台北市士林區公館里
143,4462A,14,4462,205,306147.05,2781256.788,地下式消防栓,台北市士林區公館里
144,4462A,15,4462,157,306078.151,2781266.905,地下式消防栓,台北市士林區公館里
145,4462A,2,4462,222,306393.473,2781109.619,地下式消防栓,台北市士林區公館里
146,4462A,3,4462,182,306221.035,2781097.853,地下式消防栓,台北市士林區公館里
147,4462A,4,4462,87,306068.766,2781146.823,地下式消防栓,台北市士林區公館里
148,4462A,5,4462,144,306019.766,2781184.817,地下式消防栓,台北市士林區公館里
149,4462A,6,4462,189,306261.14,2781258.462,地下式消防栓,台北市士林區公館里
150,4462A,8,4462,201,306128.294,2781166.355,地下式消防栓,台北市士林區公館里
151,4462D,1,4462,234,305977.54,2781217.316,地下式消防栓,台北市士林區公館里
152,4462D,5,4462,99,305909.387,2781193.029,地下式消防栓,台北市士林區公館里
153,4463B,1,4463,188,306161.977,2781360.069,地下式消防栓,台北市士林區公館里
154,4463B,10,4463,54,306264.331,2781350.835,地下式消防栓,台北市士林區公館里
155,4463B,12,4463,22,306105.974,2781347.831,地下式消防栓,台北市士林區公館里
156,4463B,13,4463,97,306179.198,2781464.393,地下式消防栓,台北市士林區公館里
157,4463B,7,4463,246,306268.139,2781464.345,地下式消防栓,台北市士林區公館里
158,4558D,1,4558,195,306414.739,2778731.573,地下式消防栓,台北市士林區公館里
159,4559A,1,4559,469,307040.061,2779499.64,地下式消防栓,台北市士林區公館里
160,4559A,2,4559,309,306856.138,2779254.514,地下式消防栓,台北市士林區公館里
161,4559A,3,4559,327,306815.82,2779419.153,地下式消防栓,台北市士林區公館里
162,4559A,4,4559,963,306816.562,2779488.725,地下式消防栓,台北市士林區公館里
163,4559A,5,4559,727,306806.314,2779289.594,地下式消防栓,台北市士林區公館里
164,4559A,6,4559,870,306879.321,2779251.406,地下式消防栓,台北市士林區公館里
165,4559A,7,4559,201,306883.336,2779481.925,地下式消防栓,台北市士林區公館里
166,4559B,2,4559,590,306829.964,2779114.33,地下式消防栓,台北市士林區公館里
167,4559C,1,4559,290,306644.681,2779180.229,地下式消防栓,台北市士林區公館里
168,4559C,2,4559,466,306505.759,2779125.092,地下式消防栓,台北市士林區公館里
169,4559C,3,4559,297,306406.197,2779138.997,地下式消防栓,台北市士林區公館里
170,4559C,4,4559,463,306612.454,2779186.35,地下式消防栓,台北市士林區公館里
171,4559C,5,4559,801,306433.009,2779130.095,地下式消防栓,台北市士林區公館里
172,4559C,6,4559,724,306421.063,2778969.604,地下式消防栓,台北市士林區公館里
173,4559C,7,4559,946,306513.539,2779129.099,地下式消防栓,台北市士林區公館里
174,4559C,90,4559,1231,306445.903,2779064.395,地下式消防栓,台北市士林區公館里
175,4559D,2,4559,247,306799.112,2779273.764,地下式消防栓,台北市士林區公館里
176,4559D,3,4559,491,306765.55,2779438.133,地下式消防栓,台北市士林區公館里
177,4559D,4,4559,909,306689.884,2779482.207,地下式消防栓,台北市士林區公館里
178,4559D,5,4559,67,306732.55,2779227.928,地下式消防栓,台北市士林區公館里
179,4559D,7,4559,152,306433.664,2779224.064,地下式消防栓,台北市士林區公館里
180,4559D,89,4559,1350,306776.692,2779420.157,地下式消防栓,台北市士林區公館里
181,4560A,1,4560,210,306915.721,2779902.935,地下式消防栓,台北市士林區公館里
182,4560A,2,4560,700,306908.954,2779803.28,地下式消防栓,台北市士林區公館里
183,4560A,3,4560,154,306952.276,2779953.139,地下式消防栓,台北市士林區公館里
184,4560A,4,4560,977,306929.188,2780044.872,地下式消防栓,台北市士林區公館里
185,4560B,1,4560,912,306967.935,2779659.659,地下式消防栓,台北市士林區公館里
186,4560B,2,4560,1173,306841.811,2779595.858,地下式消防栓,台北市士林區公館里
187,4560B,3,4560,158,306848.16,2779739.112,地下式消防栓,台北市士林區公館里
188,4560B,4,4560,600,306925.601,2779662.633,地下式消防栓,台北市士林區公館里
189,4560B,5,4560,757,307011.023,2779575.334,地下式消防栓,台北市士林區公館里
190,4560B,6,4560,703,306900.313,2779562.409,地下式消防栓,台北市士林區公館里
191,4560C,1,4560,290,306445.986,2779703.9,地下式消防栓,台北市士林區公館里
192,4560C,4,4560,740,306485.441,2779714.143,地下式消防栓,台北市士林區公館里
193,4560C,5,4560,277,306756.383,2779502.397,地下式消防栓,台北市士林區公館里
194,4560C,6,4560,871,306634.286,2779787.64,地下式消防栓,台北市士林區公館里
195,4560C,88,4560,1354,306576.479,2779717.063,地下式消防栓,台北市士林區公館里
196,4560D,1,4560,713,306584.254,2779889.081,地下式消防栓,台北市士林區公館里
197,4560D,10,4560,203,306458.336,2779801.249,地下式消防栓,台北市士林區公館里
198,4560D,11,4560,677,306722.762,2779993.669,地下式消防栓,台北市士林區公館里
199,4560D,12,4560,1128,306535.703,2779923.708,地下式消防栓,台北市士林區公館里
200,4560D,2,4560,43,306670.071,2779844.638,地下式消防栓,台北市士林區公館里
201,4560D,3,4560,99,306477.886,2779873.829,地下式消防栓,台北市士林區公館里
202,4560D,4,4560,105,306655.262,2779979.725,地下式消防栓,台北市士林區公館里
203,4560D,6,4560,1052,306656.648,2779883.149,地下式消防栓,台北市士林區公館里
204,4560D,7,4560,209,306557.728,2779843.538,地下式消防栓,台北市士林區公館里
205,4560D,8,4560,309,306461.533,2779804.571,地下式消防栓,台北市士林區公館里
206,4560D,9,4560,771,306659.227,2779875.51,地下式消防栓,台北市士林區公館里
207,4561B,1,4561,8,306971.047,2780114.074,地下式消防栓,台北市士林區公館里
208,4561B,2,4561,200,307096.359,2780289.28,地下式消防栓,台北市士林區公館里
209,4561B,4,4561,27,307008.553,2780169.979,地下式消防栓,台北市士林區公館里
210,4561B,5,4561,92,307014.301,2780252.302,地下式消防栓,台北市士林區公館里
211,4561C,1,4561,60,306532.399,2780374.48,地下式消防栓,台北市士林區公館里
212,4561C,3,4561,205,306574.778,2780246.302,地下式消防栓,台北市士林區公館里
213,4561C,4,4561,14,306535.619,2780343.605,地下式消防栓,台北市士林區公館里
214,4561C,5,4561,139,306581.552,2780231.232,地下式消防栓,台北市士林區公館里
215,4561C,6,4561,21,306621.355,2780157.083,地下式消防栓,台北市士林區公館里
216,4561C,7,4561,237,306537.68,2780338.154,地下式消防栓,台北市士林區公館里
217,4561C,89,4561,498,306696.756,2780110.538,地下式消防栓,台北市士林區公館里
218,4561D,1,4561,219,306506.971,2780547.52,地下式消防栓,台北市士林區公館里
219,4561D,11,4561,201,306533.037,2780423.261,地下式消防栓,台北市士林區公館里
220,4561D,3,4561,181,306538.814,2780626.832,地下式消防栓,台北市士林區公館里
221,4561D,4,4561,84,306563.523,2780696.306,地下式消防栓,台北市士林區公館里
222,4561D,5,4561,194,306677.017,2780667.31,地下式消防栓,台北市士林區公館里
223,4561D,6,4561,184,306695.249,2780607.913,地下式消防栓,台北市士林區公館里
224,4561D,7,4561,64,306585.815,2780608.528,地下式消防栓,台北市士林區公館里
225,4561D,8,4561,93,306536.546,2780422.019,地下式消防栓,台北市士林區公館里
226,4561D,9,4561,171,306616.184,2780699.086,地下式消防栓,台北市士林區公館里
227,4562C,1,4562,9,306586.625,2780804.319,地下式消防栓,台北市士林區公館里
228,4562C,3,4562,338,306568.31,2780874.777,地下式消防栓,台北市士林區公館里
229,4562C,5,4562,12,306534.43,2780921.552,地下式消防栓,台北市士林區公館里
230,4562C,6,4562,290,306595.366,2780762.428,地下式消防栓,台北市士林區公館里
231,4562C,7,4562,5,306475.222,2780909.167,地下式消防栓,台北市士林區公館里
232,4562C,8,4562,41,306476.311,2780854.591,地下式消防栓,台北市士林區公館里
233,4562C,9,4562,65,306526.357,2780794.791,地下式消防栓,台北市士林區公館里
234,4562D,11,4562,205,306462.208,2781160.119,地下式消防栓,台北市士林區公館里
235,4562D,12,4562,213,306413.894,2781297.093,地下式消防栓,台北市士林區公館里
236,4562D,13,4562,131,306404.827,2781050.143,地下式消防栓,台北市士林區公館里
237,4562D,4,4562,128,306436.394,2781268.729,地下式消防栓,台北市士林區公館里
238,4562D,5,4562,288,306445.052,2781232.736,地下式消防栓,台北市士林區公館里
239,4562D,6,4562,374,306442.557,2781002.094,地下式消防栓,台北市士林區公館里
240,4159A,110,4159,9895,303667.999,2779250.215,地下式消防栓,台北市士林區天山里
241,4159A,111,4159,9907,303674.172,2779318.417,地下式消防栓,台北市士林區天山里
242,4159A,12,4159,3996,303687.584,2779354.884,地下式消防栓,台北市士林區天山里
243,4159A,13,4159,243,303738.363,2779297.574,地下式消防栓,台北市士林區天山里
244,4159A,17,4159,2886,303764.311,2779499.176,地下式消防栓,台北市士林區天山里
245,4159A,20,4159,559,303626.074,2779384.917,地下式消防栓,台北市士林區天山里
246,4159A,25,4159,285,303737.925,2779237.618,地下式消防栓,台北市士林區天山里
247,4159A,3,4159,7335,303659.259,2779481.205,地下式消防栓,台北市士林區天山里
248,4159A,4,4159,5342,303599.452,2779308.067,地下式消防栓,台北市士林區天山里
249,4159A,5,4159,3399,303788.82,2779205.789,地下式消防栓,台北市士林區天山里
250,4159A,9,4159,4533,303719.648,2779428.963,地下式消防栓,台北市士林區天山里
251,4159B,10,4159,2734,303729.498,2779015.387,地下式消防栓,台北市士林區天山里
252,4159B,116,4159,10740,303605.908,2779033.819,地下式消防栓,台北市士林區天山里
253,4159B,118,4159,10361,303827.68,2779131.666,地下式消防栓,台北市士林區天山里
254,4159B,14,4159,3538,303784.175,2778970.317,地下式消防栓,台北市士林區天山里
255,4159B,16,4159,4549,303692.055,2779158.102,地下式消防栓,台北市士林區天山里
256,4159B,17,4159,4248,303660.844,2779106.595,地下式消防栓,台北市士林區天山里
257,4159B,21,4159,5470,303774.614,2779171.861,地下式消防栓,台北市士林區天山里
258,4159B,24,4159,3605,303651.717,2779175.398,地下式消防栓,台北市士林區天山里
259,4159B,26,4159,7727,303842.176,2779022.869,地下式消防栓,台北市士林區天山里
260,4159B,27,4159,1732,303800.79,2779017.433,地下式消防栓,台北市士林區天山里
261,4159B,28,4159,4208,303704.051,2779047.09,地下式消防栓,台北市士林區天山里
262,4159B,30,4159,481,303612.153,2779177.794,地下式消防栓,台北市士林區天山里
263,4159B,31,4159,10589,303894.452,2778974.485,地上式消防栓,台北市士林區天山里
264,4159B,32,4159,10596,303695.249,2778970.114,地上式消防栓,台北市士林區天山里
265,4159B,7,4159,5439,303744.555,2779087.242,地下式消防栓,台北市士林區天山里
266,4159B,8,4159,1304,303861.486,2779083.718,地下式消防栓,台北市士林區天山里
267,4159B,9,4159,428,303731.652,2779144.943,地下式消防栓,台北市士林區天山里
268,4159C,10,4159,762,303592.565,2779084.965,地下式消防栓,台北市士林區天山里
269,4159C,11,4159,3753,303528.089,2779103.294,地下式消防栓,台北市士林區天山里
270,4159C,115,4159,9956,303518.703,2778983.39,地上式消防栓,台北市士林區天山里
271,4159C,25,4159,3046,303558.242,2779190.102,地下式消防栓,台北市士林區天山里
272,4159C,32,4159,10610,303597.602,2778970.886,地上式消防栓,台北市士林區天山里
273,4160B,111,4160,9240,303695.766,2779516.099,地下式消防栓,台北市士林區天山里
274,4160B,113,4160,9246,303765.824,2779659.269,地下式消防栓,台北市士林區天山里
275,4160B,16,4160,3036,303743.521,2779624.053,地下式消防栓,台北市士林區天山里
276,4160B,17,4160,9932,303771.601,2779586.1,地上式消防栓,台北市士林區天山里
277,4160B,26,4160,9939,303766.281,2779720.348,地上式消防栓,台北市士林區天山里
278,4160B,27,4160,3137,303730.309,2779504.138,地下式消防栓,台北市士林區天山里
279,4160B,5,4160,683,303721.197,2779663.646,地下式消防栓,台北市士林區天山里
280,4160B,7,4160,6283,303732.111,2779553.212,地下式消防栓,台北市士林區天山里
281,4160B,8,4160,5350,303692.669,2779580.248,地下式消防栓,台北市士林區天山里
282,4059A,16,4059,4080,303174.715,2779453.869,地下式消防栓,台北市士林區天母里
283,4059A,6,4059,5031,303132.769,2779487.308,地下式消防栓,台北市士林區天母里
284,4059A,9,4059,2178,303120.221,2779439.801,地下式消防栓,台北市士林區天母里
285,4060B,16,4060,600,303138.135,2779556.945,地下式消防栓,台北市士林區天母里
286,4060B,8,4060,1243,303096.268,2779511.483,地下式消防栓,台北市士林區天母里
287,4159A,19,4159,2061,303624.637,2779430.304,地下式消防栓,台北市士林區天母里
288,4159D,105,4159,9962,303575.283,2779493.495,地上式消防栓,台北市士林區天母里
289,4159D,12,4159,6458,303255.19,2779459.422,地下式消防栓,台北市士林區天母里
290,4159D,121,4159,11307,303460.58,2779454.228,地下式消防栓,台北市士林區天母里
291,4159D,123,4159,11316,303548.704,2779363.279,地下式消防栓,台北市士林區天母里
292,4159D,124,4159,11548,303533.05,2779455.17,地下式消防栓,台北市士林區天母里
293,4159D,125,4159,11553,303531.815,2779390.445,地下式消防栓,台北市士林區天母里
294,4159D,13,4159,7443,303455.572,2779393.278,地下式消防栓,台北市士林區天母里
295,4159D,15,4159,1578,303253.706,2779461.798,地下式消防栓,台北市士林區天母里
296,4159D,3,4159,7398,303387.531,2779419.071,地下式消防栓,台北市士林區天母里
297,4159D,8,4159,1116,303293.678,2779430.116,地下式消防栓,台北市士林區天母里
298,4160A,1,4160,1244,303681.664,2779833.066,地下式消防栓,台北市士林區天母里
299,4160A,10,4160,4639,303701.8,2780052.466,地下式消防栓,台北市士林區天母里
300,4160A,11,4160,4306,303682.02,2779984.167,地下式消防栓,台北市士林區天母里
301,4160A,115,4160,9921,303735.905,2779841.409,地下式消防栓,台北市士林區天母里
302,4160A,116,4160,10245,303871.031,2779803.156,地下式消防栓,台北市士林區天母里
303,4160A,12,4160,6202,303755.104,2779980.906,地下式消防栓,台北市士林區天母里
304,4160A,13,4160,5756,303843.291,2780046.669,地下式消防栓,台北市士林區天母里
305,4160A,15,4160,3920,303614.013,2780057.606,地下式消防栓,台北市士林區天母里
306,4160A,16,4160,6324,303831.659,2779878.478,地下式消防栓,台北市士林區天母里
307,4160A,17,4160,9822,303757.509,2779963.418,地下式消防栓,台北市士林區天母里
308,4160A,18,4160,4888,303663.025,2779943.523,地下式消防栓,台北市士林區天母里
309,4160A,20,4160,1542,303740.656,2780086.28,地下式消防栓,台北市士林區天母里
310,4160A,21,4160,4703,303947.373,2779862.409,地下式消防栓,台北市士林區天母里
311,4160A,22,4160,6627,303783.039,2779809.962,地下式消防栓,台北市士林區天母里
312,4160A,23,4160,1152,303967.546,2779956.115,地下式消防栓,台北市士林區天母里
313,4160A,25,4160,6443,303885.822,2779921.183,地下式消防栓,台北市士林區天母里
314,4160A,26,4160,839,303808.338,2780000.42,地下式消防栓,台北市士林區天母里
315,4160A,27,4160,4161,303777.788,2779900.329,地下式消防栓,台北市士林區天母里
316,4160A,29,4160,9901,303939.983,2779834.594,地上式消防栓,台北市士林區天母里
317,4160A,30,4160,366,303904.206,2779957.384,地下式消防栓,台北市士林區天母里
318,4160A,33,4160,1386,303762.179,2780082.307,地下式消防栓,台北市士林區天母里
319,4160A,6,4160,4158,303839.41,2779961.243,地下式消防栓,台北市士林區天母里
320,4160A,7,4160,9909,303787.364,2780024.381,地上式消防栓,台北市士林區天母里
321,4160A,9,4160,761,303732.793,2780029.654,地下式消防栓,台北市士林區天母里
322,4160B,117,4160,9524,303734.721,2779729.089,地上式消防栓,台北市士林區天母里
323,4160B,13,4160,106,303736.549,2779749.93,地上式消防栓,台北市士林區天母里
