序號,圖號,編號,DGNID,UFID,97X座標,97Y座標,型式,所在地區
4654,4345B,29,4345,8641,305576.456,2770795.141,地下式消防栓,台北市大安區建安里
4655,4345B,31,4345,10977,305418.13,2770616.052,地下式消防栓,台北市大安區建安里
4656,4345B,32,4345,5508,305418.687,2770716.12,地下式消防栓,台北市大安區建安里
4657,4345B,36,4345,932,305510.145,2770760.54,地下式消防栓,台北市大安區建安里
4658,4345B,39,4345,7194,305473.875,2770710.784,地下式消防栓,台北市大安區建安里
4659,4345B,4,4345,8593,305579.552,2770701.068,地下式消防栓,台北市大安區建安里
4660,4345B,41,4345,3143,305497.473,2770556.111,地下式消防栓,台北市大安區建安里
4661,4445C,1,4445,4307,305647.958,2770502.933,地下式消防栓,台北市大安區建安里
4662,4445C,10,4445,4525,305687.988,2770707.798,地下式消防栓,台北市大安區建安里
4663,4445C,16,4445,8557,305742.284,2770650.29,地下式消防栓,台北市大安區建安里
4664,4445C,17,4445,203,305779.406,2770790.442,地下式消防栓,台北市大安區建安里
4665,4445C,20,4445,9090,305790.193,2770550.033,地下式消防栓,台北市大安區建安里
4666,4445C,21,4445,7389,305609.136,2770758.836,地下式消防栓,台北市大安區建安里
4667,4445C,23,4445,3692,305635.142,2770603.81,地下式消防栓,台北市大安區建安里
4668,4445C,25,4445,306,305725.31,2770551.112,地下式消防栓,台北市大安區建安里
4669,4445C,28,4445,10355,305657.627,2770655.796,地下式消防栓,台北市大安區建安里
4670,4445C,29,4445,3294,305743.407,2770768.773,地下式消防栓,台北市大安區建安里
4671,4445C,3,4445,8213,305735.922,2770501.257,地下式消防栓,台北市大安區建安里
4672,4445C,31,4445,3369,305696.679,2770551.773,地下式消防栓,台北市大安區建安里
4673,4445C,36,4445,1982,305698.024,2770770.587,地下式消防栓,台北市大安區建安里
4674,4445C,40,4445,3237,305695.047,2770608.863,地下式消防栓,台北市大安區建安里
4675,4445C,42,4445,7837,305791.743,2770602.208,地下式消防栓,台北市大安區建安里
4676,4445C,6,4445,6135,305764.912,2770706.69,地下式消防栓,台北市大安區建安里
4677,4445D,18,4445,6229,305686.756,2770803.808,地下式消防栓,台北市大安區建安里
4678,4445D,4,4445,6261,305604.959,2770808.724,地下式消防栓,台北市大安區建安里
4679,4344A,11,4344,2499,305535.186,2770216.629,地下式消防栓,台北市大安區建倫里
4680,4344A,13,4344,1402,305546.219,2770262.246,地下式消防栓,台北市大安區建倫里
4681,4344A,2,4344,2557,305415.061,2770335.886,地下式消防栓,台北市大安區建倫里
4682,4344A,24,4344,3322,305487.966,2770474.415,地下式消防栓,台北市大安區建倫里
4683,4344A,25,4344,3008,305469.218,2770282.925,地下式消防栓,台北市大安區建倫里
4684,4344A,26,4344,5197,305428.489,2770471.124,地下式消防栓,台北市大安區建倫里
4685,4344A,27,4344,1714,305411.892,2770281.293,地下式消防栓,台北市大安區建倫里
4686,4344A,29,4344,3569,305573.49,2770469.971,地下式消防栓,台北市大安區建倫里
4687,4344A,30,4344,1332,305475.411,2770251.938,地下式消防栓,台北市大安區建倫里
4688,4344A,31,4344,4232,305414.962,2770367.25,地下式消防栓,台北市大安區建倫里
4689,4344A,34,4344,242,305467.325,2770418.001,地下式消防栓,台北市大安區建倫里
4690,4344A,35,4344,583,305486.174,2770365.889,地下式消防栓,台北市大安區建倫里
4691,4344A,38,4344,771,305408.872,2770444.577,地下式消防栓,台北市大安區建倫里
4692,4344A,39,4344,5214,305498.69,2770201.321,地下式消防栓,台北市大安區建倫里
4693,4344A,40,4344,6299,305408.8,2770459.224,地下式消防栓,台北市大安區建倫里
4694,4344A,42,4344,4729,305417.266,2770436.299,地下式消防栓,台北市大安區建倫里
4695,4344A,5,4344,6576,305577.3,2770408.207,地下式消防栓,台北市大安區建倫里
4696,4344A,7,4344,5005,305579.569,2770211.951,地下式消防栓,台北市大安區建倫里
4697,4344A,9,4344,2120,305515.403,2770311.851,地下式消防栓,台北市大安區建倫里
4698,4344B,11,4344,15768,305563.67,2770105.031,地上式消防栓,台北市大安區建倫里
4699,4344B,2,4344,1752,305593.224,2770161.094,地下式消防栓,台北市大安區建倫里
4700,4344B,28,4344,4973,305507.414,2770159.821,地下式消防栓,台北市大安區建倫里
4701,4344B,32,4344,5256,305544.885,2770181.937,地下式消防栓,台北市大安區建倫里
4702,4344B,39,4344,984,305417.086,2770182.64,地下式消防栓,台北市大安區建倫里
4703,4444C,10,4444,6340,305681.344,2770156.279,地下式消防栓,台北市大安區建倫里
4704,4444C,12,4444,14272,305704.383,2770102.061,地上式消防栓,台北市大安區建倫里
4705,4444C,3,4444,14300,305775.528,2770100.749,地上式消防栓,台北市大安區建倫里
4706,4444C,6,4444,14307,305603.325,2770122.235,地上式消防栓,台北市大安區建倫里
4707,4444D,121,4444,14103,305603.588,2770310.433,地下式消防栓,台北市大安區建倫里
4708,4444D,16,4444,6631,305792.518,2770293.868,地下式消防栓,台北市大安區建倫里
4709,4444D,20,4444,6513,305607.223,2770261.233,地下式消防栓,台北市大安區建倫里
4710,4444D,21,4444,131,305761.011,2770412.801,地下式消防栓,台北市大安區建倫里
4711,4444D,22,4444,1625,305676.882,2770414.763,地下式消防栓,台北市大安區建倫里
4712,4444D,23,4444,3318,305660.229,2770467.382,地下式消防栓,台北市大安區建倫里
4713,4444D,25,4444,2591,305733.208,2770210.282,地下式消防栓,台北市大安區建倫里
4714,4444D,26,4444,960,305794.659,2770445.999,地下式消防栓,台北市大安區建倫里
4715,4444D,28,4444,5492,305606.235,2770363.755,地下式消防栓,台北市大安區建倫里
4716,4444D,29,4444,4785,305793.617,2770241.26,地下式消防栓,台北市大安區建倫里
4717,4444D,3,4444,5786,305679.242,2770308.926,地下式消防栓,台北市大安區建倫里
4718,4444D,30,4444,468,305721.351,2770361.006,地下式消防栓,台北市大安區建倫里
4719,4444D,34,4444,2602,305720.975,2770469.022,地下式消防栓,台北市大安區建倫里
4720,4444D,37,4444,4605,305791.173,2770359.113,地下式消防栓,台北市大安區建倫里
4721,4444D,38,4444,7130,305682.131,2770235.577,地下式消防栓,台北市大安區建倫里
4722,4444D,5,4444,4274,305747.2,2770257.685,地下式消防栓,台北市大安區建倫里
4723,4442A,10,4442,14533,306239.042,2769250.4,地下式消防栓,台北市大安區通化里
4724,4442A,119,4442,24430,306131.297,2769230.186,地下式消防栓,台北市大安區通化里
4725,4442A,13,4442,7796,306175.574,2769258.256,地下式消防栓,台北市大安區通化里
4726,4442A,18,4442,3473,306205.74,2769205.189,地下式消防栓,台北市大安區通化里
4727,4442A,2,4442,871,306117.406,2769287.56,地下式消防栓,台北市大安區通化里
4728,4442A,28,4442,9601,306200.239,2769283.033,地下式消防栓,台北市大安區通化里
4729,4442A,3,4442,10544,306047.422,2769259.325,地下式消防栓,台北市大安區通化里
4730,4442D,21,4442,8740,305991.93,2769273.484,地下式消防栓,台北市大安區通化里
4731,4443B,134,4443,18764,306244.393,2769424.138,地下式消防栓,台北市大安區通化里
4732,4443B,136,4443,18981,306147.208,2769347.762,地下式消防栓,台北市大安區通化里
4733,4443B,15,4443,11657,306096.136,2769350.212,地下式消防栓,台北市大安區通化里
4734,4443B,16,4443,11810,306200.395,2769491.929,地下式消防栓,台北市大安區通化里
4735,4443B,18,4443,18902,306243.474,2769335.001,地上式消防栓,台北市大安區通化里
4736,4443B,19,4443,1665,306183.934,2769542.806,地下式消防栓,台北市大安區通化里
4737,4443B,21,4443,3549,306061.861,2769302.551,地下式消防栓,台北市大安區通化里
4738,4443B,24,4443,6400,306040.965,2769547.806,地下式消防栓,台北市大安區通化里
4739,4443B,25,4443,7591,306120.426,2769506.306,地下式消防栓,台北市大安區通化里
4740,4443B,27,4443,7205,306051.247,2769399.373,地下式消防栓,台北市大安區通化里
4741,4443B,28,4443,12448,306181.619,2769324.185,地下式消防栓,台北市大安區通化里
4742,4443B,29,4443,9039,306016.71,2769473.738,地下式消防栓,台北市大安區通化里
4743,4443B,31,4443,3707,306167.982,2769450.501,地下式消防栓,台北市大安區通化里
4744,4443B,33,4443,9176,306073.456,2769373.546,地下式消防栓,台北市大安區通化里
4745,4443B,35,4443,18923,306245.853,2769528.867,地上式消防栓,台北市大安區通化里
4746,4443B,37,4443,12151,306155.73,2769544.772,地下式消防栓,台北市大安區通化里
4747,4443B,38,4443,10803,306085.735,2769515.893,地下式消防栓,台北市大安區通化里
4748,4443B,4,4443,6024,306139.548,2769398.558,地下式消防栓,台北市大安區通化里
4749,4443B,41,4443,292,306121.279,2769461.194,地下式消防栓,台北市大安區通化里
4750,4443B,44,4443,11783,306017.823,2769434.48,地下式消防栓,台北市大安區通化里
4751,4443B,47,4443,3383,306006.56,2769357.482,地下式消防栓,台北市大安區通化里
4752,4443B,5,4443,5790,306201.458,2769452.883,地下式消防栓,台北市大安區通化里
4753,4443B,9,4443,7405,306014.419,2769313.454,地下式消防栓,台北市大安區通化里
4754,4443C,22,4443,7777,305976.899,2769400.473,地下式消防栓,台北市大安區通化里
4755,4443C,50,4443,6684,305933.18,2769485.434,地下式消防栓,台北市大安區通化里
4756,4443C,62,4443,2670,305956.744,2769544.83,地下式消防栓,台北市大安區通化里
4757,4342A,24,4342,4029,305593.974,2769088.996,地下式消防栓,台北市大安區通安里
4758,4442D,10,4442,10941,305613.891,2769122.023,地下式消防栓,台北市大安區通安里
4759,4442D,124,4442,21178,305750.516,2769248.839,地下式消防栓,台北市大安區通安里
4760,4442D,125,4442,21217,305826.238,2769245.492,地下式消防栓,台北市大安區通安里
4761,4442D,126,4442,21228,305833.973,2769202.212,地下式消防栓,台北市大安區通安里
4762,4442D,127,4442,21704,305829.233,2769157.254,地下式消防栓,台北市大安區通安里
4763,4442D,128,4442,22092,305828.278,2769113.336,地下式消防栓,台北市大安區通安里
4764,4442D,129,4442,22163,305862.414,2769053.482,地下式消防栓,台北市大安區通安里
4765,4442D,13,4442,6064,305877.307,2769045.226,地下式消防栓,台北市大安區通安里
4766,4442D,133,4442,24157,305742.854,2769137.126,地下式消防栓,台北市大安區通安里
4767,4442D,14,4442,7150,305787.548,2769023.007,地下式消防栓,台北市大安區通安里
4768,4442D,15,4442,15918,305860.772,2769003.466,地下式消防栓,台北市大安區通安里
4769,4442D,16,4442,3908,305622.082,2769063.442,地下式消防栓,台北市大安區通安里
4770,4442D,18,4442,1019,305792.301,2769123.996,地下式消防栓,台北市大安區通安里
4771,4442D,19,4442,24529,305732.184,2769239.058,地上式消防栓,台北市大安區通安里
4772,4442D,25,4442,7875,305802.938,2769068.508,地下式消防栓,台北市大安區通安里
4773,4442D,27,4442,4748,305689.93,2769088.763,地下式消防栓,台北市大安區通安里
4774,4442D,3,4442,12956,305636.831,2769096.413,地下式消防栓,台北市大安區通安里
4775,4442D,30,4442,10952,305899.552,2769128.319,地下式消防栓,台北市大安區通安里
4776,4442D,34,4442,8290,305752.965,2769179.115,地下式消防栓,台北市大安區通安里
4777,4442D,36,4442,12885,305737.693,2769086.399,地下式消防栓,台北市大安區通安里
4778,4442D,6,4442,24544,305678.345,2769186.508,地上式消防栓,台北市大安區通安里
4779,4442D,7,4442,2399,305925.917,2769230.174,地下式消防栓,台北市大安區通安里
4780,4443C,14,4443,2501,305834.95,2769353.944,地下式消防栓,台北市大安區通安里
4781,4443C,149,4443,17632,305851.577,2769360.562,地下式消防栓,台北市大安區通安里
4782,4443C,151,4443,18775,305759.232,2769304.89,地上式消防栓,台北市大安區通安里
4783,4443C,152,4443,19588,305795.34,2769448.638,地下式消防栓,台北市大安區通安里
4784,4443C,16,4443,1404,305798.954,2769552.826,地下式消防栓,台北市大安區通安里
4785,4443C,17,4443,8123,305873.865,2769551.758,地下式消防栓,台北市大安區通安里
4786,4443C,2,4443,7146,305813.693,2769382.04,地下式消防栓,台北市大安區通安里
4787,4443C,24,4443,18951,305758.344,2769396.051,地上式消防栓,台北市大安區通安里
4788,4443C,28,4443,1057,305769.244,2769500.996,地下式消防栓,台北市大安區通安里
4789,4443C,30,4443,1286,305897.366,2769403.131,地下式消防栓,台北市大安區通安里
4790,4443C,40,4443,752,305857.763,2769393.563,地下式消防栓,台北市大安區通安里
4791,4443C,42,4443,5432,305929.926,2769374.813,地下式消防栓,台北市大安區通安里
4792,4443C,5,4443,10310,305833.063,2769385.439,地下式消防栓,台北市大安區通安里
4793,4443C,51,4443,12692,305860.155,2769318.702,地下式消防栓,台北市大安區通安里
4794,4443C,54,4443,2825,305928.557,2769304.768,地下式消防栓,台北市大安區通安里
4795,4443C,56,4443,18958,305760.627,2769488.366,地上式消防栓,台北市大安區通安里
4796,4443C,63,4443,3495,305914.523,2769442.924,地下式消防栓,台北市大安區通安里
4797,4443C,66,4443,13811,305837.255,2769452.492,地下式消防栓,台北市大安區通安里
4798,4343A,11,4343,9140,305412.244,2769765.419,地上式消防栓,台北市大安區敦安里
4799,4343A,16,4343,10752,305528.22,2769740.334,地下式消防栓,台北市大安區敦安里
4800,4343A,2,4343,8461,305524.812,2769612.863,地下式消防栓,台北市大安區敦安里
4801,4343A,20,4343,10053,305412.428,2769862.372,地上式消防栓,台北市大安區敦安里
4802,4343A,26,4343,6489,305529.268,2769882.779,地下式消防栓,台北市大安區敦安里
4803,4343A,3,4343,5203,305411.353,2769711.353,地下式消防栓,台北市大安區敦安里
4804,4343A,30,4343,11343,305592.908,2769648.591,地下式消防栓,台北市大安區敦安里
4805,4343A,31,4343,1918,305475.925,2769676.545,地下式消防栓,台北市大安區敦安里
4806,4343A,39,4343,456,305579.989,2769770.421,地下式消防栓,台北市大安區敦安里
4807,4343A,4,4343,8840,305468.748,2769866.465,地下式消防栓,台北市大安區敦安里
4808,4343A,40,4343,2020,305412.499,2769620.073,地下式消防栓,台北市大安區敦安里
4809,4343A,42,4343,705,305524.714,2769608.768,地下式消防栓,台北市大安區敦安里
4810,4343A,43,4343,5275,305471.401,2769772.718,地下式消防栓,台北市大安區敦安里
4811,4343A,45,4343,3104,305527.865,2769713.858,地下式消防栓,台北市大安區敦安里
4812,4343A,5,4343,2986,305509.723,2769819.568,地下式消防栓,台北市大安區敦安里
4813,4343A,6,4343,6148,305524.808,2769623.85,地下式消防栓,台北市大安區敦安里
4814,4343B,33,4343,3501,305577.868,2769587.112,地下式消防栓,台北市大安區敦安里
4815,4344B,14,4344,3476,305467.515,2770040.803,地下式消防栓,台北市大安區敦安里
4816,4344B,16,4344,3567,305466.073,2769955.932,地下式消防栓,台北市大安區敦安里
4817,4344B,17,4344,427,305429.491,2769999.676,地下式消防栓,台北市大安區敦安里
4818,4344B,18,4344,10,305530.806,2769970.527,地下式消防栓,台北市大安區敦安里
4819,4344B,30,4344,671,305412.954,2769926.529,地上式消防栓,台北市大安區敦安里
4820,4344B,36,4344,298,305544.147,2770054.839,地下式消防栓,台北市大安區敦安里
4821,4443C,15,4443,7566,305723.776,2769587.927,地下式消防栓,台北市大安區敦安里
4822,4443D,12,4443,8998,305682.468,2769687.872,地下式消防栓,台北市大安區敦安里
4823,4443D,125,4443,18803,305661.44,2769733.557,地下式消防栓,台北市大安區敦安里
4824,4443D,15,4443,3799,305663.503,2769632.79,地下式消防栓,台北市大安區敦安里
4825,4443D,22,4443,6458,305737.693,2769644.927,地下式消防栓,台北市大安區敦安里
4826,4443D,23,4443,4980,305674.695,2769769.841,地下式消防栓,台北市大安區敦安里
4827,4443D,30,4443,6579,305611.14,2769688.349,地下式消防栓,台北市大安區敦安里
4828,4443D,31,4443,18965,305746.001,2769721.362,地上式消防栓,台北市大安區敦安里
4829,4443D,34,4443,5354,305746.813,2769822.658,地下式消防栓,台北市大安區敦安里
4830,4443D,36,4443,8783,305661.237,2769629.117,地下式消防栓,台北市大安區敦安里
4831,4443D,5,4443,1650,305737.506,2769733.15,地下式消防栓,台北市大安區敦安里
4832,4443D,7,4443,10699,305619.654,2769816.716,地下式消防栓,台北市大安區敦安里
4833,4444C,15,4444,5298,305742.676,2769922.1,地下式消防栓,台北市大安區敦安里
4834,4444C,16,4444,900,305606.776,2770053.644,地下式消防栓,台北市大安區敦安里
4835,4443A,21,4443,13404,306029.32,2769667.388,地下式消防栓,台北市大安區敦煌里
4836,4443A,5,4443,13321,306049.762,2769654.591,地下式消防栓,台北市大安區敦煌里
4837,4443B,14,4443,11739,306112.395,2769579.261,地下式消防栓,台北市大安區敦煌里
4838,4443B,36,4443,10665,306018.216,2769581.163,地下式消防栓,台北市大安區敦煌里
4839,4443C,32,4443,10497,305845.857,2769584.496,地下式消防栓,台北市大安區敦煌里
4840,4443C,45,4443,3220,305950.91,2769582.522,地下式消防栓,台北市大安區敦煌里
4841,4443C,53,4443,4725,305935.062,2769582.087,地下式消防栓,台北市大安區敦煌里
4842,4443C,65,4443,8385,305823.879,2769565.928,地下式消防栓,台北市大安區敦煌里
4843,4443D,1,4443,10716,305814.362,2769778.346,地下式消防栓,台北市大安區敦煌里
4844,4443D,10,4443,8944,305768.942,2769687.902,地下式消防栓,台北市大安區敦煌里
4845,4443D,124,4443,18005,305924.463,2769642.872,地下式消防栓,台北市大安區敦煌里
4846,4443D,13,4443,11326,305841.464,2769841.946,地下式消防栓,台北市大安區敦煌里
4847,4443D,16,4443,6870,305767.968,2769813.961,地下式消防栓,台北市大安區敦煌里
4848,4443D,18,4443,2521,305850.862,2769687.286,地下式消防栓,台北市大安區敦煌里
4849,4443D,2,4443,2848,305865.923,2769826.259,地下式消防栓,台北市大安區敦煌里
4850,4443D,3,4443,13120,305943.139,2769631.001,地下式消防栓,台北市大安區敦煌里
4851,4443D,33,4443,9487,305841.265,2769636.964,地下式消防栓,台北市大安區敦煌里
4852,4443D,35,4443,12675,305900.652,2769777.285,地下式消防栓,台北市大安區敦煌里
4853,4443D,38,4443,10077,305846.291,2769690.781,地下式消防栓,台北市大安區敦煌里
4854,4443D,39,4443,2759,305924.578,2769692.972,地下式消防栓,台北市大安區敦煌里
4855,4443D,4,4443,2485,305944.699,2769676.707,地下式消防栓,台北市大安區敦煌里
4856,4443D,41,4443,13005,305814.89,2769889.874,地下式消防栓,台北市大安區敦煌里
4857,4443D,9,4443,1251,305792.81,2769729.475,地下式消防栓,台北市大安區敦煌里
4858,4444C,11,4444,274,305693.103,2770051.904,地下式消防栓,台北市大安區敦煌里
4859,4444C,110,4444,14383,305862.17,2770044.222,地上式消防栓,台北市大安區敦煌里
4860,4444C,13,4444,14279,305944.612,2770049.746,地上式消防栓,台北市大安區敦煌里
4861,4444C,14,4444,7168,305805.86,2770049.546,地下式消防栓,台北市大安區敦煌里
4862,4444C,21,4444,4410,305754.064,2769958.917,地下式消防栓,台北市大安區敦煌里
4863,4444C,23,4444,2769,305690.659,2769992.963,地下式消防栓,台北市大安區敦煌里
4864,4444C,5,4444,76,305794.103,2769900.232,地下式消防栓,台北市大安區敦煌里
4865,4444C,7,4444,4625,305900.209,2769908.337,地下式消防栓,台北市大安區敦煌里
4866,4444C,8,4444,3572,305710.73,2770012.168,地下式消防栓,台北市大安區敦煌里
4867,4444A,14,4444,2804,306122.878,2770494.016,地下式消防栓,台北市大安區華聲里
4868,4444A,25,4444,1395,306205.075,2770492.792,地下式消防栓,台北市大安區華聲里
4869,4444A,8,4444,14202,306040.505,2770492.137,地上式消防栓,台北市大安區華聲里
4870,4444D,12,4444,14314,305985.852,2770492.332,地上式消防栓,台北市大安區華聲里
4871,4445A,11,4445,8345,306077.841,2770828.449,地上式消防栓,台北市大安區華聲里
4872,4445A,18,4445,1320,306271.895,2770839.5,地下式消防栓,台北市大安區華聲里
4873,4445A,21,4445,6950,306224.287,2770860.399,地下式消防栓,台北市大安區華聲里
4874,4445A,32,4445,7707,306157.846,2770843.641,地上式消防栓,台北市大安區華聲里
4875,4445A,36,4445,8164,306146.209,2770801.019,地下式消防栓,台北市大安區華聲里
4876,4445A,37,4445,7941,306213.71,2770804.786,地下式消防栓,台北市大安區華聲里
4877,4445B,1,4445,19873,306262.289,2770685.996,地上式消防栓,台北市大安區華聲里
4878,4445B,10,4445,8683,306144.758,2770639.41,地下式消防栓,台北市大安區華聲里
4879,4445B,11,4445,9831,306036.854,2770661.44,地下式消防栓,台北市大安區華聲里
4880,4445B,12,4445,6095,306025.644,2770587.567,地下式消防栓,台北市大安區華聲里
4881,4445B,13,4445,2403,306063.99,2770544.637,地下式消防栓,台北市大安區華聲里
4882,4445B,14,4445,2308,306176.886,2770661.104,地下式消防栓,台北市大安區華聲里
4883,4445B,16,4445,2717,306065.787,2770788.907,地下式消防栓,台北市大安區華聲里
4884,4445B,19,4445,10174,306126.229,2770585.391,地下式消防栓,台北市大安區華聲里
4885,4445B,20,4445,5815,306218.031,2770586.193,地下式消防栓,台北市大安區華聲里
4886,4445B,21,4445,10351,306178.769,2770570.604,地下式消防栓,台北市大安區華聲里
4887,4445B,22,4445,6938,306097.892,2770643.787,地下式消防栓,台北市大安區華聲里
4888,4445B,3,4445,9015,306161.467,2770538.929,地下式消防栓,台北市大安區華聲里
4889,4445B,4,4445,4304,306070.509,2770704.158,地下式消防栓,台北市大安區華聲里
4890,4445B,5,4445,2848,306133.432,2770613.459,地下式消防栓,台北市大安區華聲里
4891,4445B,7,4445,3882,306019.36,2770765.632,地下式消防栓,台北市大安區華聲里
4892,4445B,8,4445,1568,306046.762,2770687.93,地下式消防栓,台北市大安區華聲里
4893,4445B,9,4445,2197,306162.07,2770763.458,地下式消防栓,台北市大安區華聲里
4894,4445C,125,4445,19835,305987.137,2770703.263,地下式消防栓,台北市大安區華聲里
4895,4445C,127,4445,20026,305924.597,2770757.459,地下式消防栓,台北市大安區華聲里
4896,4445C,15,4445,3337,305946.632,2770723.057,地下式消防栓,台北市大安區華聲里
4897,4445C,22,4445,6978,305976.945,2770617.392,地下式消防栓,台北市大安區華聲里
4898,4445C,27,4445,19908,305940.378,2770553.564,地上式消防栓,台北市大安區華聲里
4899,4445C,32,4445,3443,305940.328,2770660.043,地下式消防栓,台北市大安區華聲里
4900,4445C,33,4445,1044,305966.411,2770797.21,地下式消防栓,台北市大安區華聲里
4901,4445C,34,4445,6758,305993.125,2770733.305,地下式消防栓,台北市大安區華聲里
4902,4445C,35,4445,19915,305920.743,2770642.391,地上式消防栓,台北市大安區華聲里
4903,4445C,37,4445,9087,305991.311,2770547.053,地下式消防栓,台北市大安區華聲里
4904,4445C,38,4445,2690,305900.472,2770726.268,地上式消防栓,台北市大安區華聲里
4905,4445C,7,4445,4667,305896.35,2770732.112,地下式消防栓,台北市大安區華聲里
4906,4445D,3,4445,6284,305953.357,2770800.028,地上式消防栓,台北市大安區華聲里
4907,4242A,116,4242,17219,304447.674,2769073.976,地下式消防栓,台北市大安區新龍里
4908,4242A,120,4242,17354,304530.069,2769065.803,地下式消防栓,台北市大安區新龍里
4909,4242A,121,4242,17062,304421.619,2769067.38,地下式消防栓,台北市大安區新龍里
4910,4242A,123,4242,15196,304434.727,2769288.332,地下式消防栓,台北市大安區新龍里
4911,4242A,125,4242,15476,304543.855,2769249.099,地下式消防栓,台北市大安區新龍里
4912,4242A,126,4242,15479,304541.241,2769249.099,地下式消防栓,台北市大安區新龍里
4913,4242A,127,4242,15789,304548.906,2769117.106,地下式消防栓,台北市大安區新龍里
4914,4242A,128,4242,15816,304540.038,2769197.315,地下式消防栓,台北市大安區新龍里
4915,4242A,132,4242,16843,304430.939,2769119.04,地下式消防栓,台北市大安區新龍里
4916,4242A,2,4242,2969,304503.303,2769289.064,地下式消防栓,台北市大安區新龍里
4917,4242A,31,4242,6975,304477.632,2769021.693,地下式消防栓,台北市大安區新龍里
4918,4242B,2,4242,202,304547.241,2768980.698,地下式消防栓,台北市大安區新龍里
4919,4242D,104,4242,17042,304384.11,2769076.252,地下式消防栓,台北市大安區新龍里
4920,4242D,105,4242,17063,304336.831,2769067.205,地下式消防栓,台北市大安區新龍里
4921,4242D,106,4242,16840,304359.279,2769131.072,地下式消防栓,台北市大安區新龍里
4922,4242D,15,4242,17917,304298.29,2769114.612,地上式消防栓,台北市大安區新龍里
4923,4242D,4,4242,17528,304297.221,2769044.604,地上式消防栓,台北市大安區新龍里
4924,4242D,8,4242,17924,304300.715,2769274.34,地上式消防栓,台北市大安區新龍里
4925,4242D,9,4242,1220,304299.266,2769186.298,地下式消防栓,台北市大安區新龍里
4926,4243B,107,4243,7930,304486.752,2769334.113,地下式消防栓,台北市大安區新龍里
4927,4342C,110,4342,10877,305033.915,2768967.489,地下式消防栓,台北市大安區群英里
4928,4342C,114,4342,11267,304969.137,2768825.453,地下式消防栓,台北市大安區群英里
4929,4342C,115,4342,11078,305023.757,2768797.403,地下式消防栓,台北市大安區群英里
4930,4342C,117,4342,10697,305189.36,2768953.35,地下式消防栓,台北市大安區群英里
4931,4342C,118,4342,11355,305185.908,2768880.673,地下式消防栓,台北市大安區群英里
4932,4342C,119,4342,11573,305177.998,2768754.7,地下式消防栓,台北市大安區群英里
4933,4342D,138,4342,10403,305074.086,2769020.936,地下式消防栓,台北市大安區群英里
4934,4341A,124,4341,18175,305293.497,2768682.919,地下式消防栓,台北市大安區群賢里
4935,4341A,15,4341,17529,305228.939,2768631.658,地上式消防栓,台北市大安區群賢里
4936,4341A,25,4341,190,305229.891,2768682.561,地下式消防栓,台北市大安區群賢里
4937,4341A,30,4341,6799,305346.93,2768647.132,地上式消防栓,台北市大安區群賢里
4938,4341A,33,4341,1174,305348.45,2768699.039,地上式消防栓,台北市大安區群賢里
4939,4341A,5,4341,17564,305302.338,2768627.146,地上式消防栓,台北市大安區群賢里
4940,4341D,10,4341,4601,305162.333,2768635.204,地下式消防栓,台北市大安區群賢里
4941,4341D,16,4341,5459,305013.909,2768651.173,地下式消防栓,台北市大安區群賢里
4942,4341D,20,4341,17697,304925.353,2768648.866,地下式消防栓,台北市大安區群賢里
4943,4341D,23,4341,17719,305094.973,2768639.155,地上式消防栓,台北市大安區群賢里
4944,4341D,30,4341,17733,304875.818,2768653.93,地上式消防栓,台北市大安區群賢里
4945,4341D,31,4341,3255,305102.328,2768689.353,地下式消防栓,台北市大安區群賢里
4946,4341D,4,4341,7180,304971.318,2768690.888,地下式消防栓,台北市大安區群賢里
4947,4341D,5,4341,7700,305134.803,2768666.884,地下式消防栓,台北市大安區群賢里
4948,4341D,6,4341,2631,305153.579,2768686.53,地下式消防栓,台北市大安區群賢里
4949,4342B,124,4342,11664,305296.792,2768750.17,地下式消防栓,台北市大安區群賢里
4950,4342B,125,4342,10724,305260.841,2768937.122,地下式消防栓,台北市大安區群賢里
4951,4342B,126,4342,10706,305306.087,2768951.2,地下式消防栓,台北市大安區群賢里
4952,4342B,127,4342,10714,305241.256,2768981.136,地下式消防栓,台北市大安區群賢里
4953,4342B,128,4342,11350,305244.087,2768892.823,地下式消防栓,台北市大安區群賢里
4954,4342B,129,4342,11347,305304.789,2768878.201,地下式消防栓,台北市大安區群賢里
4955,4342B,13,4342,2265,305347.671,2768766.862,地上式消防栓,台北市大安區群賢里
4956,4342B,130,4342,11337,305228.095,2768810.252,地下式消防栓,台北市大安區群賢里
4957,4342B,131,4342,11660,305238.654,2768720.737,地下式消防栓,台北市大安區群賢里
4958,4342B,132,4342,11661,305242.568,2768762.379,地下式消防栓,台北市大安區群賢里
4959,4342B,34,4342,4769,305348.711,2768994.894,地上式消防栓,台北市大安區群賢里
4960,4342B,9,4342,4065,305348.163,2768868.552,地上式消防栓,台北市大安區群賢里
4961,4342C,106,4342,9682,304862.047,2768753.703,地下式消防栓,台北市大安區群賢里
4962,4342C,107,4342,9683,305103.503,2768725.256,地下式消防栓,台北市大安區群賢里
4963,4342C,108,4342,10883,304905.074,2768916.946,地下式消防栓,台北市大安區群賢里
4964,4342C,109,4342,10872,304965.806,2768998.147,地下式消防栓,台北市大安區群賢里
4965,4342C,111,4342,10878,304957.059,2768958.309,地下式消防栓,台北市大安區群賢里
